YEAR,STATE_COUNTY,INCINEQUALITY
2017,GA_TREUTLEN,5.176
2017,OR_MALHEUR,5.173
2017,KS_DOUGLAS,5.173
2017,MS_COVINGTON,5.173
2017,LA_RAPIDES,5.172
2017,FL_LAFAYETTE,5.172
2017,OK_CHEROKEE,5.172
2017,LA_EASTCARROLL,5.167
2017,GA_LUMPKIN,5.166
2017,WV_WAYNE,5.165
2017,GA_ECHOLS,5.164
2017,MS_JASPER,5.164
2017,MS_WINSTON,5.163
2017,ND_GRANDFORKS,5.163
2017,NJ_UNION,5.161
2017,MS_QUITMAN,5.159
2017,NM_BERNALILLO,5.158
2017,WA_FERRY,5.158
2017,LA_CALCASIEU,5.156
2017,TX_HAYS,5.156
2017,MS_AMITE,5.154
2017,GA_THOMAS,5.153
2017,TX_FREESTONE,5.152
2017,MO_DUNKLIN,5.15
2017,OH_JACKSON,5.15
2017,VA_WISE,5.15
2017,TX_REFUGIO,5.149
2017,GA_APPLING,5.147
2017,NY_ROCKLAND,5.145
2017,LA_CADDO,5.144
2017,SD_CHARLESMIX,5.143
2017,KS_BOURBON,5.139
2017,VA_HARRISONBURG,5.138
2017,GA_WAYNE,5.137
2017,TX_SANAUGUSTINE,5.135
2017,WY_NIOBRARA,5.135
2017,FL_GADSDEN,5.134
2017,IL_COLES,5.133
2017,TX_JASPER,5.133
2017,AL_DALE,5.132
2017,AL_TALLADEGA,5.128
2017,TX_STEPHENS,5.125
2017,PA_ALLEGHENY,5.125
2017,WV_CLAY,5.121
2017,OK_NOWATA,5.12
2017,KY_MORGAN,5.119
2017,MO_NODAWAY,5.119
2017,GA_BROOKS,5.117
2017,MO_OREGON,5.117
2017,TX_REDRIVER,5.116
2017,NC_WASHINGTON,5.114
2017,CA_LAKE,5.114
2017,TN_RHEA,5.111
2017,CT_HARTFORD,5.111
2017,KY_ALLEN,5.109
2017,AK_VALDEZCORDOVACENSUSARE,5.107
2017,NJ_MONMOUTH,5.107
2017,TN_LAUDERDALE,5.107
2017,SC_CHEROKEE,5.104
2017,MN_MAHNOMEN,5.103
2017,NE_DAWES,5.102
2017,TX_PANOLA,5.102
2017,FL_HAMILTON,5.101
2017,MT_VALLEY,5.1
2017,ND_DUNN,5.099
2017,NY_ERIE,5.099
2017,MS_LAUDERDALE,5.099
2017,WV_HAMPSHIRE,5.098
2017,NC_CHATHAM,5.097
2017,MA_MIDDLESEX,5.095
2017,CA_FRESNO,5.093
2017,TN_MADISON,5.091
2017,KY_GREEN,5.089
2017,SD_JONES,5.087
2017,AR_WASHINGTON,5.087
2017,TX_CHAMBERS,5.086
2017,TX_LAMAR,5.086
2017,KY_ESTILL,5.086
2017,IL_ALEXANDER,5.085
2017,TX_GRIMES,5.083
2017,NM_ROOSEVELT,5.08
2017,AR_FRANKLIN,5.08
2017,TX_HARRIS,5.079
2017,TX_PRESIDIO,5.079
2017,TX_UVALDE,5.078
2017,KY_HENDERSON,5.078
2017,IL_JOHNSON,5.077
2017,TX_CULBERSON,5.074
2017,LA_STJAMES,5.074
2017,KY_MERCER,5.072
2017,TX_BOWIE,5.072
2017,TN_JOHNSON,5.072
2017,AL_COFFEE,5.071
2017,MS_JONES,5.067
2017,OR_GRANT,5.066
2017,TN_BLEDSOE,5.066
2017,KY_BARREN,5.064
2017,CA_SANTACLARA,5.062
2017,KS_WALLACE,5.062
2017,FL_PUTNAM,5.061
2017,VA_PETERSBURG,5.06
2017,OR_MULTNOMAH,5.06
2017,AR_GARLAND,5.06
2017,VA_ALLEGHANY,5.058
2017,AL_MADISON,5.058
2017,MS_PEARLRIVER,5.058
2017,IL_PULASKI,5.056
2017,SC_FLORENCE,5.054
2017,WI_MILWAUKEE,5.053
2017,NC_MITCHELL,5.053
2017,MT_ROSEBUD,5.052
2017,GA_PIERCE,5.052
2017,TX_ARANSAS,5.051
2017,MA_WORCESTER,5.05
2017,NE_WAYNE,5.049
2017,GA_RANDOLPH,5.047
2017,NJ_BERGEN,5.043
2017,KY_MCCRACKEN,5.041
2017,TN_SEQUATCHIE,5.039
2017,FL_WASHINGTON,5.039
2017,AL_TALLAPOOSA,5.038
2017,MS_HUMPHREYS,5.035
2017,PA_CENTRE,5.032
2017,WV_HARRISON,5.032
2017,MA_HAMPSHIRE,5.032
2017,TX_LYNN,5.032
2017,NC_BERTIE,5.031
2017,MD_TALBOT,5.03
2017,NM_SANJUAN,5.03
2017,TX_UPTON,5.029
2017,NM_CURRY,5.028
2017,TX_FLOYD,5.028
2017,GA_PULASKI,5.028
2017,CO_COSTILLA,5.026
2017,AL_LIMESTONE,5.023
2017,NC_PENDER,5.023
2017,IA_MONTGOMERY,5.022
2017,MS_KEMPER,5.021
2017,TX_MILLS,5.019
2017,MT_WIBAUX,5.017
2017,IN_SULLIVAN,5.016
2017,TX_CHILDRESS,5.014
2017,AR_PULASKI,5.014
2017,OK_PITTSBURG,5.012
2017,MT_BIGHORN,5.011
2017,KY_MARION,5.01
2017,AR_VANBUREN,5.009
2017,MS_CALHOUN,5.009
2017,AL_HOUSTON,5.009
2017,AL_RANDOLPH,5.008
2017,TX_FALLS,5.008
2017,TX_MASON,5.008
2017,SD_DAY,5.007
2017,KY_GRAVES,5.007
2017,MS_NOXUBEE,5.006
2017,KY_BUTLER,5.004
2017,TN_WEAKLEY,5.004
2017,MS_TIPPAH,5.004
2017,AR_SEARCY,5.002
2017,TN_BENTON,5.0
2017,VA_SCOTT,5.0
2017,NC_PASQUOTANK,5.0
2017,OH_MEIGS,4.999
2017,FL_PALMBEACH,4.999
2017,IA_CLARKE,4.998
2017,KY_GREENUP,4.998
2017,NC_JACKSON,4.998
2017,GA_COOK,4.998
2017,LA_TERREBONNE,4.996
