,STATE_COUNTY,TRUMP_N,TRUMP_%,CLINTON_N,CLINTON_%,PER_CAPITA_INCOME,YEAR_x,UNINSURED_RATE,YEAR_y,SOME_COLLEGE
941,IN_GIBSON,11081,0.7156,3721,0.2403,24258.0,2017.0,0.109,2017.0,0.634
942,IN_GRANT,17008,0.6718999999999999,7010,0.27690000000000003,20516.0,2017.0,0.136,2017.0,0.517
943,IN_GREENE,10277,0.7447,2929,0.2122,22235.0,2017.0,0.144,2017.0,0.534
944,IN_HAMILTON,87404,0.5666,57263,0.3712,39521.0,2017.0,0.078,2017.0,0.8640000000000001
945,IN_HANCOCK,25074,0.693,8904,0.2461,28111.0,2017.0,0.102,2017.0,0.7170000000000001
946,IN_HARRISON,12943,0.6973999999999999,4783,0.2577,23244.0,2017.0,0.133,2017.0,0.5710000000000001
947,IN_HENDRICKS,48337,0.6396999999999999,22600,0.2991,29830.0,2017.0,0.097,2017.0,0.75
948,IN_HENRY,13895,0.6894,5124,0.25420000000000004,20309.0,2017.0,0.131,2017.0,0.519
949,IN_HOWARD,23675,0.6426000000000001,11215,0.3044,24071.0,2017.0,0.13,2017.0,0.609
950,IN_HUNTINGTON,11649,0.7261,3506,0.21850000000000006,22601.0,2017.0,0.123,2017.0,0.568
951,IN_JACKSON,12859,0.7317,3843,0.2187,22568.0,2017.0,0.161,2017.0,0.49200000000000005
952,IN_JASPER,9382,0.7012999999999999,3329,0.2488,24297.0,2017.0,0.136,2017.0,0.5529999999999999
953,IN_JAY,5697,0.7134,1889,0.2365,19236.0,2017.0,0.151,2017.0,0.444
954,IN_JEFFERSON,8546,0.631,4326,0.3194,21524.0,2017.0,0.14,2017.0,0.503
955,IN_JENNINGS,8224,0.7376,2364,0.212,20109.0,2017.0,0.141,2017.0,0.446
956,IN_JOHNSON,45456,0.6835,17318,0.2604,28575.0,2017.0,0.11,2017.0,0.679
957,IN_KNOX,11077,0.7139,3772,0.2431,21047.0,2017.0,0.137,2017.0,0.596
958,IN_KOSCIUSKO,23935,0.746,6313,0.1968,24881.0,2017.0,0.159,2017.0,0.525
959,IN_LAGRANGE,22687,0.5019,19798,0.438,19356.0,2017.0,0.252,2017.0,0.265
960,IN_LAKE,7025,0.7343999999999999,2080,0.2174,23918.0,2017.0,0.147,2017.0,0.608
961,IN_LAPORTE,75625,0.3759,116935,0.5811999999999999,22852.0,2017.0,0.135,2017.0,0.532
962,IN_LAWRENCE,14035,0.7328,4210,0.2198,22169.0,2017.0,0.139,2017.0,0.542
963,IN_MADISON,32376,0.6006,18595,0.34490000000000004,21527.0,2017.0,0.136,2017.0,0.557
964,IN_MARION,130360,0.3597,212899,0.5875,24124.0,2017.0,0.161,2017.0,0.611
965,IN_MARSHALL,12288,0.6796,4798,0.26530000000000004,21933.0,2017.0,0.178,2017.0,0.512
966,IN_MARTIN,3697,0.7687999999999999,881,0.1832,22817.0,2017.0,0.144,2017.0,0.5660000000000001
967,IN_MIAMI,9975,0.7399,2766,0.2052,20475.0,2017.0,0.152,2017.0,0.483
968,IN_MONROE,20592,0.35229999999999995,34216,0.5853,23032.0,2017.0,0.139,2017.0,0.7829999999999999
969,IN_MONTGOMERY,11059,0.7297,3362,0.2218,22679.0,2017.0,0.149,2017.0,0.495
970,IN_MORGAN,23674,0.7568,6040,0.1931,25781.0,2017.0,0.136,2017.0,0.542
971,IN_NEWTON,4077,0.7034999999999999,1404,0.2423,25594.0,2017.0,0.146,2017.0,0.478
972,IN_NOBLE,12198,0.7222,3904,0.2311,21889.0,2017.0,0.163,2017.0,0.503
974,IN_ORANGE,5803,0.7084,2048,0.25,18576.0,2017.0,0.149,2017.0,0.47100000000000003
975,IN_OWEN,6153,0.7191,1946,0.2274,21318.0,2017.0,0.158,2017.0,0.504
976,IN_PARKE,4863,0.7387999999999999,1441,0.2189,20534.0,2017.0,0.177,2017.0,0.536
977,IN_PERRY,4556,0.5656,3062,0.3801,20934.0,2017.0,0.13,2017.0,0.426
978,IN_PIKE,4398,0.7358,1297,0.217,22245.0,2017.0,0.127,2017.0,0.491
979,IN_PORTER,38832,0.5031,33676,0.4363,28669.0,2017.0,0.109,2017.0,0.667
980,IN_POSEY,8404,0.6740999999999999,3521,0.2824,29187.0,2017.0,0.091,2017.0,0.6729999999999999
981,IN_PULASKI,3854,0.706,1327,0.2431,21641.0,2017.0,0.152,2017.0,0.475
982,IN_PUTNAM,10637,0.7229000000000001,3356,0.2281,21520.0,2017.0,0.136,2017.0,0.517
983,IN_RANDOLPH,7517,0.7188,2446,0.2339,21592.0,2017.0,0.158,2017.0,0.5760000000000001
984,IN_RIPLEY,9806,0.7655,2471,0.1929,22059.0,2017.0,0.123,2017.0,0.561
985,IN_RUSH,5292,0.7336,1525,0.2114,23396.0,2017.0,0.148,2017.0,0.45
986,IN_SCOTT,6074,0.6674,2642,0.2903,20481.0,2017.0,0.142,2017.0,0.479
987,IN_SHELBY,12718,0.7068000000000001,4247,0.236,24459.0,2017.0,0.126,2017.0,0.488
988,IN_SPENCER,6572,0.6586,2861,0.2867,23641.0,2017.0,0.128,2017.0,0.581
990,IN_STARKE,6367,0.6901,2489,0.2698,19773.0,2017.0,0.149,2017.0,0.508
991,IN_STEUBEN,10133,0.6957,3744,0.257,23975.0,2017.0,0.142,2017.0,0.61
992,IN_SULLIVAN,6138,0.7171,2113,0.2469,19821.0,2017.0,0.142,2017.0,0.504
993,IN_SWITZERLAND,2558,0.6915,930,0.2514,20019.0,2017.0,0.157,2017.0,0.442
994,IN_TIPPECANOE,30768,0.4922,27282,0.4364,23691.0,2017.0,0.142,2017.0,0.713
995,IN_TIPTON,5589,0.7442,1587,0.2113,25093.0,2017.0,0.122,2017.0,0.636
996,IN_UNION,2445,0.7429000000000001,715,0.2173,20883.0,2017.0,0.135,2017.0,0.532
997,IN_VANDERBURGH,40496,0.5585,28530,0.3935,24378.0,2017.0,0.124,2017.0,0.653
998,IN_VERMILLION,4513,0.6504000000000001,2081,0.2999,22875.0,2017.0,0.131,2017.0,0.568
999,IN_VIGO,21937,0.5509000000000001,15931,0.4001,21192.0,2017.0,0.146,2017.0,0.599
1000,IN_WABASH,9821,0.7292000000000001,3018,0.2241,21201.0,2017.0,0.135,2017.0,0.564
1001,IN_WARREN,2898,0.7373999999999999,839,0.2135,27390.0,2017.0,0.123,2017.0,0.536
1002,IN_WARRICK,19113,0.6459,9086,0.3071,29927.0,2017.0,0.099,2017.0,0.696
1004,IN_WAYNE,16028,0.6265999999999999,8322,0.32530000000000003,21114.0,2017.0,0.153,2017.0,0.539
1005,IN_WELLS,10005,0.7587999999999999,2586,0.1961,24269.0,2017.0,0.125,2017.0,0.586
1006,IN_WHITE,6893,0.6857,2590,0.2576,23666.0,2017.0,0.148,2017.0,0.5489999999999999
1007,IN_WHITLEY,11358,0.727,3379,0.2163,24613.0,2017.0,0.12,2017.0,0.605
1008,KS_ALLEN,3651,0.6694,1433,0.2627,20552.0,2017.0,0.112,2017.0,0.629
1009,KS_ANDERSON,2435,0.7269,672,0.2006,22139.0,2017.0,0.138,2017.0,0.5870000000000001
1010,KS_ATCHISON,4049,0.6158,1989,0.3025,21909.0,2017.0,0.109,2017.0,0.597
1011,KS_BARBER,1850,0.8215,286,0.127,26229.0,2017.0,0.133,2017.0,0.542
1012,KS_BARTON,7888,0.7681999999999999,1839,0.1791,25800.0,2017.0,0.146,2017.0,0.539
1013,KS_BOURBON,4424,0.7261,1336,0.2193,19340.0,2017.0,0.122,2017.0,0.621
1014,KS_BROWN,2906,0.72,863,0.2138,21046.0,2017.0,0.144,2017.0,0.5710000000000001
1015,KS_BUTLER,19073,0.6896,6573,0.2377,27329.0,2017.0,0.096,2017.0,0.7290000000000001
1016,KS_CHASE,969,0.7078,316,0.2308,21775.0,2017.0,0.132,2017.0,0.555
1017,KS_CHAUTAUQUA,1236,0.8345999999999999,197,0.133,21245.0,2017.0,0.189,2017.0,0.537
1018,KS_CHEROKEE,6182,0.7172,2005,0.23260000000000006,19580.0,2017.0,0.134,2017.0,0.622
1019,KS_CHEYENNE,1173,0.8337,181,0.1286,23677.0,2017.0,0.15,2017.0,0.6679999999999999
1020,KS_CLARK,825,0.8209000000000001,120,0.1194,25385.0,2017.0,0.127,2017.0,0.61
1021,KS_CLAY,2891,0.7568,677,0.1772,24503.0,2017.0,0.097,2017.0,0.762
1022,KS_CLOUD,2919,0.7426999999999999,761,0.1936,20467.0,2017.0,0.123,2017.0,0.669
1023,KS_COFFEY,3050,0.7498,727,0.1787,27627.0,2017.0,0.098,2017.0,0.635
1024,KS_COMANCHE,715,0.8247,102,0.1176,21041.0,2017.0,0.145,2017.0,0.8009999999999999
1025,KS_COWLEY,8270,0.6553,3551,0.2814,21519.0,2017.0,0.13,2017.0,0.634
1026,KS_CRAWFORD,8624,0.5791,5199,0.3491,20974.0,2017.0,0.133,2017.0,0.7140000000000001
1027,KS_DECATUR,1210,0.8332999999999999,178,0.1226,27154.0,2017.0,0.128,2017.0,0.63
1028,KS_DICKINSON,6029,0.7343000000000001,1609,0.196,23895.0,2017.0,0.107,2017.0,0.642
1029,KS_DONIPHAN,2606,0.7715000000000001,587,0.17379999999999998,22713.0,2017.0,0.115,2017.0,0.5720000000000001
1030,KS_DOUGLAS,14688,0.2932,31195,0.6228,26342.0,2017.0,0.113,2017.0,0.8140000000000001
1031,KS_EDWARDS,1037,0.7862,212,0.1607,24714.0,2017.0,0.15,2017.0,0.5489999999999999
1032,KS_ELK,1048,0.8323999999999999,160,0.12710000000000002,20322.0,2017.0,0.184,2017.0,0.691
1033,KS_ELLIS,8466,0.7086,2742,0.2295,24291.0,2017.0,0.106,2017.0,0.775
1034,KS_ELLSWORTH,1969,0.735,521,0.1945,22789.0,2017.0,0.101,2017.0,0.535
1035,KS_FINNEY,6350,0.6251,3195,0.3145,21629.0,2017.0,0.18,2017.0,0.474
1036,KS_FORD,5114,0.6626000000000001,2149,0.2784,19994.0,2017.0,0.185,2017.0,0.434
1037,KS_FRANKLIN,7185,0.6553,2892,0.2637,22979.0,2017.0,0.099,2017.0,0.633
1038,KS_GEARY,4274,0.5696,2722,0.3627,21408.0,2017.0,0.105,2017.0,0.679
1039,KS_GOVE,1140,0.8488,149,0.1109,26233.0,2017.0,0.143,2017.0,0.653
1040,KS_GRAHAM,1025,0.7983,188,0.1464,28146.0,2017.0,0.124,2017.0,0.7440000000000001
1041,KS_GRANT,1804,0.7551000000000001,441,0.1846,26370.0,2017.0,0.179,2017.0,0.369
1042,KS_GRAY,1698,0.8219,263,0.1273,25537.0,2017.0,0.159,2017.0,0.5920000000000001
1043,KS_GREELEY,534,0.8215,83,0.1277,32650.0,2017.0,0.117,2017.0,0.664
1044,KS_GREENWOOD,2160,0.7606,485,0.17079999999999998,22280.0,2017.0,0.127,2017.0,0.639
1045,KS_HAMILTON,705,0.8048000000000001,121,0.1381,24510.0,2017.0,0.212,2017.0,0.446
1046,KS_HARPER,1996,0.7742,393,0.1524,22820.0,2017.0,0.15,2017.0,0.652
1047,KS_HARVEY,8668,0.5811,5068,0.3398,23775.0,2017.0,0.113,2017.0,0.643
1048,KS_HASKELL,1040,0.7681,245,0.1809,25114.0,2017.0,0.2,2017.0,0.408
1049,KS_HODGEMAN,855,0.8406999999999999,124,0.1219,30440.0,2017.0,0.128,2017.0,0.68
1050,KS_JACKSON,3939,0.677,1512,0.2599,24117.0,2017.0,0.119,2017.0,0.684
1051,KS_JEFFERSON,5213,0.6253,2518,0.302,26280.0,2017.0,0.105,2017.0,0.616
1052,KS_JEWELL,1223,0.8186,180,0.1205,23134.0,2017.0,0.141,2017.0,0.7070000000000001
1053,KS_JOHNSON,137490,0.474,129852,0.4476,38827.0,2017.0,0.076,2017.0,0.8420000000000001
1054,KS_KEARNY,1075,0.8169,174,0.1322,22292.0,2017.0,0.175,2017.0,0.563
1055,KS_KINGMAN,2530,0.7587999999999999,599,0.1797,24026.0,2017.0,0.121,2017.0,0.648
1056,KS_KIOWA,900,0.8341,114,0.1057,23232.0,2017.0,0.134,2017.0,0.757
1057,KS_LABETTE,5335,0.6581,2291,0.2826,22394.0,2017.0,0.119,2017.0,0.609
1058,KS_LANE,718,0.8243,106,0.1217,31694.0,2017.0,0.146,2017.0,0.6990000000000001
1059,KS_LEAVENWORTH,17638,0.5821000000000001,10209,0.3369,27017.0,2017.0,0.08,2017.0,0.662
1060,KS_LINCOLN,1179,0.8053,215,0.1469,23686.0,2017.0,0.148,2017.0,0.679
1061,KS_LINN,3484,0.787,736,0.1663,26224.0,2017.0,0.135,2017.0,0.636
1062,KS_LOGAN,1132,0.8342,149,0.1098,25328.0,2017.0,0.136,2017.0,0.647
1063,KS_LYON,6552,0.5332,4649,0.3783,19789.0,2017.0,0.162,2017.0,0.593
1064,KS_MARION,4003,0.7118000000000001,1204,0.2141,22269.0,2017.0,0.116,2017.0,0.581
1065,KS_MARSHALL,3307,0.7077,1072,0.2294,25262.0,2017.0,0.099,2017.0,0.635
1066,KS_MCPHERSON,8549,0.6709,3226,0.2532,27462.0,2017.0,0.094,2017.0,0.696
1067,KS_MEADE,1415,0.8227,210,0.1221,21990.0,2017.0,0.148,2017.0,0.55
1068,KS_MIAMI,10003,0.6659,3991,0.2657,28412.0,2017.0,0.082,2017.0,0.7090000000000001
1069,KS_MITCHELL,2308,0.7845,477,0.16210000000000002,26911.0,2017.0,0.086,2017.0,0.747
1070,KS_MONTGOMERY,8679,0.723,2637,0.2197,21332.0,2017.0,0.137,2017.0,0.639
1071,KS_MORRIS,1820,0.6936,601,0.229,24680.0,2017.0,0.123,2017.0,0.6759999999999999
1072,KS_MORTON,995,0.8347,147,0.1233,22378.0,2017.0,0.142,2017.0,0.579
1073,KS_NEMAHA,4124,0.8051999999999999,725,0.1415,24550.0,2017.0,0.091,2017.0,0.7140000000000001
1074,KS_NEOSHO,4431,0.7018000000000001,1501,0.2377,21163.0,2017.0,0.119,2017.0,0.6579999999999999
1075,KS_NESS,1228,0.8445999999999999,162,0.1114,30223.0,2017.0,0.132,2017.0,0.591
1076,KS_NORTON,1840,0.8236,281,0.1258,22942.0,2017.0,0.109,2017.0,0.5660000000000001
1077,KS_OSAGE,4826,0.6849,1753,0.2488,24789.0,2017.0,0.108,2017.0,0.606
1078,KS_OSBORNE,1460,0.8166,233,0.1303,26313.0,2017.0,0.132,2017.0,0.642
1079,KS_OTTAWA,2283,0.7864,424,0.1461,26614.0,2017.0,0.113,2017.0,0.743
1080,KS_PAWNEE,1904,0.7155,579,0.2176,23230.0,2017.0,0.107,2017.0,0.5920000000000001
1081,KS_PHILLIPS,2233,0.8382,300,0.1126,23772.0,2017.0,0.124,2017.0,0.7040000000000001
1082,KS_POTTAWATOMIE,7612,0.7119,2225,0.2081,24892.0,2017.0,0.091,2017.0,0.7240000000000001
1083,KS_PRATT,2838,0.7387,771,0.2007,26209.0,2017.0,0.115,2017.0,0.669
1084,KS_RAWLINS,1220,0.8288,163,0.1107,26897.0,2017.0,0.133,2017.0,0.71
1085,KS_RENO,15513,0.6408,6837,0.2824,23382.0,2017.0,0.113,2017.0,0.631
1086,KS_REPUBLIC,2024,0.8003,375,0.1483,25531.0,2017.0,0.124,2017.0,0.706
1087,KS_RICE,2837,0.7458,695,0.1827,23068.0,2017.0,0.132,2017.0,0.583
1088,KS_RILEY,10107,0.4694,9341,0.4338,22948.0,2017.0,0.102,2017.0,0.8240000000000001
1089,KS_ROOKS,2031,0.8395999999999999,275,0.1137,23768.0,2017.0,0.126,2017.0,0.6920000000000001
1090,KS_RUSH,1197,0.7964,233,0.155,24175.0,2017.0,0.116,2017.0,0.684
1091,KS_RUSSELL,2574,0.8061,461,0.1444,24683.0,2017.0,0.136,2017.0,0.696
1092,KS_SALINE,13828,0.6267,6317,0.2863,24935.0,2017.0,0.122,2017.0,0.6
1093,KS_SCOTT,1865,0.847,236,0.1072,26274.0,2017.0,0.142,2015.0,0.612
1094,KS_SCOTT,1865,0.847,236,0.1072,26274.0,2017.0,0.142,2017.0,0.561
1095,KS_SCOTT,1865,0.847,236,0.1072,26274.0,2017.0,0.142,2016.0,0.532
1096,KS_SEDGWICK,104353,0.5528,69627,0.3688,25603.0,2017.0,0.132,2016.0,0.6709999999999999
1097,KS_SEDGWICK,104353,0.5528,69627,0.3688,25603.0,2017.0,0.132,2017.0,0.667
1098,KS_SEDGWICK,104353,0.5528,69627,0.3688,25603.0,2017.0,0.132,2015.0,0.6629999999999999
1099,KS_SEWARD,3159,0.627,1628,0.3231,19015.0,2017.0,0.202,2017.0,0.379
1100,KS_SEWARD,3159,0.627,1628,0.3231,19015.0,2017.0,0.202,2016.0,0.376
1101,KS_SEWARD,3159,0.627,1628,0.3231,19015.0,2017.0,0.202,2015.0,0.374
1102,KS_SHAWNEE,35934,0.4765,33926,0.4499,26057.0,2017.0,0.116,2015.0,0.654
1103,KS_SHAWNEE,35934,0.4765,33926,0.4499,26057.0,2017.0,0.116,2017.0,0.652
1104,KS_SHAWNEE,35934,0.4765,33926,0.4499,26057.0,2017.0,0.116,2016.0,0.65
1105,KS_SHERIDAN,1197,0.8712000000000001,127,0.0924,26841.0,2017.0,0.139,2015.0,0.6890000000000001
1106,KS_SHERIDAN,1197,0.8712000000000001,127,0.0924,26841.0,2017.0,0.139,2016.0,0.649
1107,KS_SHERIDAN,1197,0.8712000000000001,127,0.0924,26841.0,2017.0,0.139,2017.0,0.647
1108,KS_SHERMAN,2089,0.7998000000000001,347,0.1328,21476.0,2017.0,0.146,2017.0,0.617
1109,KS_SMITH,1661,0.8134,297,0.1454,26811.0,2017.0,0.13,2017.0,0.753
1110,KS_STAFFORD,1490,0.7859,304,0.1603,23240.0,2017.0,0.169,2017.0,0.5870000000000001
1111,KS_STANTON,492,0.7724,115,0.1805,21712.0,2017.0,0.205,2017.0,0.596
1112,KS_STEVENS,1599,0.8456,220,0.1163,24950.0,2017.0,0.178,2017.0,0.475
1113,KS_SUMNER,6984,0.7184,2076,0.2135,22972.0,2017.0,0.116,2017.0,0.659
1114,KS_THOMAS,2908,0.8131999999999999,473,0.1323,26903.0,2017.0,0.107,2017.0,0.765
1115,KS_TREGO,1227,0.8279000000000001,198,0.1336,23095.0,2017.0,0.112,2017.0,0.782
1116,KS_WABAUNSEE,2372,0.7018000000000001,776,0.2296,24199.0,2017.0,0.089,2017.0,0.767
1117,KS_WALLACE,721,0.9035,46,0.0576,25429.0,2017.0,0.152,2017.0,0.758
1119,KS_WICHITA,769,0.8044,140,0.1464,23799.0,2017.0,0.18,2017.0,0.473
1120,KS_WILSON,2788,0.7764,594,0.1654,19929.0,2017.0,0.148,2017.0,0.539
1121,KS_WOODSON,1082,0.7498,273,0.1892,21774.0,2017.0,0.145,2017.0,0.609
1122,KS_WYANDOTTE,15806,0.324,30146,0.618,18957.0,2017.0,0.189,2017.0,0.48100000000000004
1123,CT_TOLLAND,34194,0.4416,38506,0.4973,34392.0,2017.0,0.056,2017.0,0.723
1125,CT_FAIRFIELD,160077,0.38,243852,0.5789,48721.0,2017.0,0.105,2017.0,0.703
1126,CT_WINDHAM,25747,0.5065999999999999,21792,0.4288,27893.0,2017.0,0.074,2017.0,0.603
1127,CT_HARTFORD,148173,0.3642,240403,0.5909,34698.0,2017.0,0.068,2017.0,0.687
1128,CT_LITCHFIELD,53051,0.5444,39775,0.4082,37667.0,2017.0,0.07,2017.0,0.672
1130,CT_MIDDLESEX,38867,0.4386,45357,0.5118,39992.0,2017.0,0.055,2017.0,0.757
1131,MO_ADAIR,6030,0.59,3500,0.342,19258.0,2017.0,0.148,2017.0,0.629
1132,MO_ANDREW,6665,0.7290000000000001,2045,0.224,25302.0,2017.0,0.121,2017.0,0.606
1133,MO_ATCHISON,2060,0.755,541,0.198,24748.0,2017.0,0.136,2017.0,0.614
1134,MO_AUDRAIN,6981,0.6940000000000001,2570,0.255,19687.0,2017.0,0.144,2017.0,0.45
1135,MO_BARRY,11428,0.782,2710,0.18600000000000005,19489.0,2017.0,0.201,2017.0,0.436
1136,MO_BARTON,4959,0.835,795,0.134,20678.0,2017.0,0.177,2017.0,0.598
1137,MO_BATES,6001,0.747,1618,0.201,21047.0,2017.0,0.17,2017.0,0.49700000000000005
1138,MO_BENTON,7213,0.752,2025,0.211,19717.0,2017.0,0.19,2017.0,0.456
1139,MO_BOLLINGER,4827,0.85,705,0.124,19470.0,2017.0,0.167,2017.0,0.428
1140,MO_BOONE,36200,0.4320000000000001,41125,0.49,26895.0,2017.0,0.121,2017.0,0.797
1141,MO_BUCHANAN,21320,0.598,12013,0.337,21961.0,2017.0,0.14,2017.0,0.541
1142,MO_BUTLER,13650,0.7909999999999999,3036,0.17600000000000002,19246.0,2017.0,0.17,2017.0,0.532
1143,MO_CALDWELL,3232,0.75,838,0.194,21482.0,2017.0,0.148,2017.0,0.529
1144,MO_CALLAWAY,13057,0.68,4989,0.26,23171.0,2017.0,0.133,2017.0,0.541
1145,MO_CAMDEN,16944,0.753,4768,0.212,23038.0,2017.0,0.179,2017.0,0.529
1147,MO_CARROLL,3480,0.7979999999999999,745,0.171,24073.0,2017.0,0.153,2017.0,0.499
1148,MO_CARTER,2324,0.815,436,0.153,18245.0,2017.0,0.198,2017.0,0.625
1149,MO_CASS,33098,0.649,14846,0.29100000000000004,27463.0,2017.0,0.11,2017.0,0.655
1150,MO_CEDAR,5021,0.799,1011,0.161,16362.0,2017.0,0.186,2017.0,0.5379999999999999
1151,MO_CHARITON,2950,0.743,888,0.224,19481.0,2017.0,0.16,2017.0,0.483
1152,MO_CHRISTIAN,30946,0.745,8508,0.205,25134.0,2017.0,0.133,2017.0,0.6759999999999999
1153,MO_CLARK,2458,0.741,724,0.218,20279.0,2017.0,0.173,2017.0,0.5660000000000001
1154,MO_CLAY,57476,0.522,45304,0.411,29406.0,2017.0,0.101,2017.0,0.706
1155,MO_CLINTON,7067,0.6920000000000001,2572,0.252,25100.0,2017.0,0.128,2017.0,0.616
1156,MO_COLE,24616,0.659,10913,0.292,26160.0,2017.0,0.119,2017.0,0.6509999999999999
1157,MO_COOPER,5624,0.7040000000000001,1932,0.242,22910.0,2017.0,0.138,2017.0,0.542
1158,MO_CRAWFORD,7724,0.779,1824,0.184,18415.0,2017.0,0.173,2017.0,0.39
1159,MO_DADE,3184,0.8059999999999999,637,0.161,20034.0,2017.0,0.171,2017.0,0.49
1160,MO_DALLAS,5895,0.7909999999999999,1272,0.171,18155.0,2017.0,0.206,2017.0,0.434
1161,MO_DAVIESS,2767,0.74,730,0.195,19890.0,2017.0,0.193,2017.0,0.391
1163,MO_DENT,5600,0.825,978,0.14400000000000002,18544.0,2017.0,0.208,2017.0,0.424
1164,MO_DOUGLAS,5486,0.823,984,0.14800000000000002,16404.0,2017.0,0.189,2017.0,0.488
1165,MO_DUNKLIN,8026,0.759,2360,0.223,17990.0,2017.0,0.166,2017.0,0.439
1166,MO_FRANKLIN,35430,0.7070000000000001,12341,0.246,24742.0,2017.0,0.124,2017.0,0.634
1167,MO_GASCONADE,5670,0.7609999999999999,1520,0.204,21830.0,2017.0,0.15,2017.0,0.506
1168,MO_GENTRY,2304,0.757,605,0.199,20534.0,2017.0,0.171,2017.0,0.596
1169,MO_GREENE,78035,0.604,42728,0.331,23520.0,2017.0,0.14,2017.0,0.713
1170,MO_GRUNDY,3462,0.782,780,0.17600000000000002,19527.0,2017.0,0.156,2017.0,0.562
1171,MO_HARRISON,2965,0.804,574,0.156,19468.0,2017.0,0.179,2017.0,0.42200000000000004
1172,MO_HENRY,7075,0.7170000000000001,2357,0.239,22394.0,2017.0,0.153,2017.0,0.565
1173,MO_HICKORY,3542,0.75,1016,0.215,17361.0,2017.0,0.22,2017.0,0.473
1174,MO_HOLT,1926,0.818,347,0.147,24127.0,2017.0,0.154,2017.0,0.602
1175,MO_HOWARD,3277,0.6729999999999999,1283,0.264,21598.0,2017.0,0.144,2017.0,0.564
1176,MO_HOWELL,13893,0.7959999999999999,2881,0.165,17416.0,2017.0,0.166,2017.0,0.528
1177,MO_IRON,3173,0.743,933,0.219,19101.0,2017.0,0.17,2017.0,0.474
1178,MO_JACKSON,91557,0.528,71237,0.411,26062.0,2017.0,0.148,2017.0,0.6579999999999999
1179,MO_JASPER,35070,0.726,10572,0.219,21124.0,2017.0,0.174,2017.0,0.5670000000000001
1180,MO_JEFFERSON,69036,0.65,31568,0.297,24792.0,2017.0,0.121,2017.0,0.653
1181,MO_JOHNSON,13719,0.649,5930,0.281,21547.0,2017.0,0.122,2017.0,0.6940000000000001
1183,MO_KNOX,1416,0.757,379,0.203,20946.0,2017.0,0.22,2017.0,0.46
1184,MO_LACLEDE,12881,0.8029999999999999,2553,0.159,19553.0,2017.0,0.169,2017.0,0.46299999999999997
1185,MO_LAFAYETTE,10988,0.6920000000000001,4053,0.255,23637.0,2017.0,0.124,2017.0,0.557
1186,MO_LAWRENCE,13089,0.7829999999999999,2901,0.174,19060.0,2017.0,0.184,2017.0,0.517
1187,MO_LEWIS,3344,0.75,934,0.21,19317.0,2017.0,0.155,2017.0,0.508
1188,MO_LINCOLN,18159,0.727,5575,0.223,22063.0,2017.0,0.14,2017.0,0.52
1189,MO_LINN,4088,0.732,1240,0.222,21015.0,2017.0,0.159,2017.0,0.49
1190,MO_LIVINGSTON,4879,0.76,1265,0.197,21011.0,2017.0,0.148,2017.0,0.457
1191,MO_MACON,5798,0.76,1548,0.203,20054.0,2017.0,0.17,2017.0,0.547
1192,MO_MADISON,4102,0.7709999999999999,1005,0.189,17316.0,2017.0,0.173,2017.0,0.56
1193,MO_MARIES,3561,0.7909999999999999,794,0.17600000000000002,22026.0,2017.0,0.179,2017.0,0.47700000000000004
1194,MO_MARION,9419,0.728,2994,0.231,21909.0,2017.0,0.138,2017.0,0.58
1195,MO_MCDONALD,6599,0.8009999999999999,1329,0.161,17505.0,2017.0,0.242,2017.0,0.423
1196,MO_MERCER,1486,0.852,216,0.124,20178.0,2017.0,0.176,2017.0,0.505
1197,MO_MILLER,9285,0.813,1750,0.153,19385.0,2017.0,0.178,2017.0,0.526
1199,MO_MONITEAU,5347,0.7829999999999999,1237,0.181,19451.0,2017.0,0.177,2017.0,0.483
1200,MO_MONROE,3159,0.76,853,0.205,20331.0,2017.0,0.166,2017.0,0.46399999999999997
1201,MO_MONTGOMERY,4127,0.76,1119,0.206,20991.0,2017.0,0.159,2017.0,0.5379999999999999
1202,MO_MORGAN,6760,0.7659999999999999,1768,0.2,17935.0,2017.0,0.219,2017.0,0.377
1204,MO_NEWTON,20553,0.772,4990,0.188,22341.0,2017.0,0.171,2017.0,0.568
1205,MO_NODAWAY,6380,0.675,2529,0.267,18079.0,2017.0,0.124,2017.0,0.563
1207,MO_OSAGE,5856,0.826,998,0.141,22629.0,2017.0,0.128,2017.0,0.5539999999999999
1208,MO_OZARK,3639,0.8079999999999999,724,0.161,17215.0,2017.0,0.216,2017.0,0.47700000000000004
1209,MO_PEMISCOT,3964,0.6579999999999999,1947,0.32299999999999995,16881.0,2017.0,0.147,2017.0,0.44299999999999995
1210,MO_PERRY,6908,0.79,1520,0.174,23435.0,2017.0,0.13,2017.0,0.5489999999999999
1211,MO_PETTIS,12810,0.7070000000000001,4324,0.239,19709.0,2017.0,0.175,2017.0,0.5589999999999999
1212,MO_PHELPS,12709,0.685,4766,0.257,21173.0,2017.0,0.16,2017.0,0.636
1213,MO_PIKE,5274,0.7140000000000001,1806,0.245,18650.0,2017.0,0.162,2017.0,0.37200000000000005
1214,MO_PLATTE,25933,0.528,20057,0.408,35143.0,2017.0,0.093,2017.0,0.797
1215,MO_POLK,10438,0.758,2631,0.191,19511.0,2017.0,0.16,2017.0,0.583
1216,MO_PULASKI,9876,0.732,2922,0.217,20863.0,2017.0,0.142,2017.0,0.6709999999999999
