,STATE_COUNTY,PERCENT,tax,property_tax,sales_tax,business_tax,utility_tax,hotel_tax,bonds,ordinance,infrastructure,roads,parks,social_services,mental_health,substance_abuse,affordable_housing,emergency_services,fire,police,paramedic,spending_limit,cannabis,education,library,school,land_use,TRUMP_N,TRUMP_%,CLINTON_N,CLINTON_%,PER_CAPITA_INCOME
1742,CA_SAN JOAQUIN,51.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,88936,0.3967,121124,0.5403,22589
1743,CA_SAN JOAQUIN,59.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,88936,0.3967,121124,0.5403,22589
1744,CA_SAN MATEO,73.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,57929,0.1843,237882,0.7567,45732
1745,CA_SAN MATEO,77.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57929,0.1843,237882,0.7567,45732
1746,CA_SAN MATEO,73.0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,57929,0.1843,237882,0.7567,45732
1747,CA_SAN MATEO,34.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,57929,0.1843,237882,0.7567,45732
1748,CA_SAN MATEO,86.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57929,0.1843,237882,0.7567,45732
1749,CA_SANTA CLARA,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144826,0.2058,511684,0.7271,41513
1750,CA_SANTA CLARA,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144826,0.2058,511684,0.7271,41513
1751,CA_SANTA CLARA,68.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,144826,0.2058,511684,0.7271,41513
1752,CA_SANTA CLARA,66.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,144826,0.2058,511684,0.7271,41513
1753,CA_SANTA CRUZ,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22438,0.17420000000000002,95249,0.7394,32295
1754,CA_SANTA CRUZ,75.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,22438,0.17420000000000002,95249,0.7394,32295
1755,CA_SOLANO,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51920,0.3126,102360,0.6162,28929
1756,CA_SONOMA,67.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,51408,0.2223,160435,0.6938,32835
1757,CA_SONOMA,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51408,0.2223,160435,0.6938,32835
1758,CA_STANISLAUS,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78494,0.456,81647,0.4743,21663
1759,CA_STANISLAUS,48.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,78494,0.456,81647,0.4743,21663
1760,CA_STANISLAUS,29.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78494,0.456,81647,0.4743,21663
1761,CA_YOLO,54.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20739,0.2526,54752,0.667,27730
1762,CA_ALAMEDA,76.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,95922,0.1466,514842,0.7868999999999999,35763
1763,CA_CONTRA COSTA,68.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,115956,0.2487,319287,0.6849,38219
1764,CA_IMPERIAL,59.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12704,0.2642,32667,0.6793,16763
1765,CA_KERN,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,129584,0.5307,98689,0.4042,20295
1766,CA_KERN,67.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,129584,0.5307,98689,0.4042,20295
1767,CA_KERN,57.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,129584,0.5307,98689,0.4042,20295
1768,CA_LOS ANGELES,61.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,769743,0.2241,2464364,0.7176,27749
1769,CA_LOS ANGELES,71.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,769743,0.2241,2464364,0.7176,27749
1770,CA_LOS ANGELES,72.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,769743,0.2241,2464364,0.7176,27749
1771,CA_LOS ANGELES,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,769743,0.2241,2464364,0.7176,27749
1772,CA_MARIN,78.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,21771,0.1563,108707,0.7805,56791
1773,CA_MARIN,79.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,21771,0.1563,108707,0.7805,56791
1774,CA_MARIN,68.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,21771,0.1563,108707,0.7805,56791
1775,CA_MARIN,69.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,21771,0.1563,108707,0.7805,56791
1776,CA_MONTEREY,61.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,34895,0.2616,89088,0.6678000000000001,24775
1777,CA_MONTEREY,52.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,34895,0.2616,89088,0.6678000000000001,24775
1778,CA_SAN BERNARDINO,94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,271240,0.4148,340833,0.5212,21332
1779,CA_SAN BERNARDINO,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271240,0.4148,340833,0.5212,21332
1780,CA_SAN BERNARDINO,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271240,0.4148,340833,0.5212,21332
1781,CA_SAN MATEO,67.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,57929,0.1843,237882,0.7567,45732
1782,CA_SAN MATEO,69.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,57929,0.1843,237882,0.7567,45732
1783,CA_SAN MATEO,72.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,57929,0.1843,237882,0.7567,45732
1784,CA_SAN MATEO,73.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,57929,0.1843,237882,0.7567,45732
1785,CA_SAN MATEO,75.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,57929,0.1843,237882,0.7567,45732
1786,CA_SAN MATEO,46.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,57929,0.1843,237882,0.7567,45732
1787,CA_SANTA CLARA,11.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,144826,0.2058,511684,0.7271,41513
1788,CA_SANTA CRUZ,17.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,22438,0.17420000000000002,95249,0.7394,32295
1789,CA_SANTA CLARA,81.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,144826,0.2058,511684,0.7271,41513
1790,CA_SANTA CLARA,76.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,144826,0.2058,511684,0.7271,41513
1791,CA_SANTA CLARA,77.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,144826,0.2058,511684,0.7271,41513
1792,CA_SANTA CRUZ,75.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,22438,0.17420000000000002,95249,0.7394,32295
1793,CA_SANTA CLARA,68.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,144826,0.2058,511684,0.7271,41513
1794,CA_SANTA CRUZ,60.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,22438,0.17420000000000002,95249,0.7394,32295
1795,CA_TULARE,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58299,0.519,47585,0.4236,17894
1796,CA_TULARE,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58299,0.519,47585,0.4236,17894
1797,CA_ALAMEDA,50.64499999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1798,CA_ALAMEDA,50.55699999999999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,95922,0.1466,514842,0.7868999999999999,35763
1799,CA_ALAMEDA,62.01999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,95922,0.1466,514842,0.7868999999999999,35763
1800,CA_ALAMEDA,70.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,95922,0.1466,514842,0.7868999999999999,35763
1801,CA_ALAMEDA,62.94,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,95922,0.1466,514842,0.7868999999999999,35763
1802,CA_ALAMEDA,72.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1803,CA_ALAMEDA,62.98,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1804,CA_ALAMEDA,66.53,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,95922,0.1466,514842,0.7868999999999999,35763
1805,CA_ALAMEDA,79.17,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1806,CA_ALAMEDA,79.87,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1807,CA_ALAMEDA,73.29,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1808,CA_ALAMEDA,62.36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1809,CA_ALAMEDA,59.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1810,CA_ALAMEDA,89.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1811,CA_ALAMEDA,85.3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1812,CA_ALAMEDA,65.92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1813,CA_ALAMEDA,47.69999999999999,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1814,CA_ALAMEDA,49.48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1815,CA_ALAMEDA,23.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1816,CA_ALAMEDA,38.59,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1817,CA_ALAMEDA,62.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1818,CA_ALAMEDA,77.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1819,CA_ALAMEDA,46.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1820,CA_ALAMEDA,84.39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,95922,0.1466,514842,0.7868999999999999,35763
1821,CA_ALAMEDA,73.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1822,CA_ALAMEDA,68.33399999999989,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,95922,0.1466,514842,0.7868999999999999,35763
1823,CA_ALAMEDA,66.746,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,95922,0.1466,514842,0.7868999999999999,35763
1824,CA_ALPINE,71.54,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0.3605,334,0.5548,25527
1825,CA_AMADOR,68.67,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10485,0.5912,6004,0.3386,27347
1826,CA_AMADOR,68.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10485,0.5912,6004,0.3386,27347
1827,CA_AMADOR,58.37,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10485,0.5912,6004,0.3386,27347
1828,CA_AMADOR,66.75,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10485,0.5912,6004,0.3386,27347
1829,CA_AMADOR,61.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10485,0.5912,6004,0.3386,27347
1830,CA_BUTTE,44.44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,45144,0.4724,41567,0.435,23787
1831,CA_BUTTE,45.062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45144,0.4724,41567,0.435,23787
1832,CA_BUTTE,52.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,45144,0.4724,41567,0.435,23787
1833,CA_BUTTE,55.36299999999989,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,45144,0.4724,41567,0.435,23787
1834,CA_BUTTE,73.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45144,0.4724,41567,0.435,23787
1835,CA_BUTTE,164.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45144,0.4724,41567,0.435,23787
1836,CA_BUTTE,58.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45144,0.4724,41567,0.435,23787
1837,CA_BUTTE,64.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45144,0.4724,41567,0.435,23787
1838,CA_BUTTE,64.963,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,45144,0.4724,41567,0.435,23787
1839,CA_BUTTE,38.495,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,45144,0.4724,41567,0.435,23787
1840,CA_BUTTE,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45144,0.4724,41567,0.435,23787
1841,CA_CALAVERAS,70.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13511,0.584,7944,0.34340000000000004,29329
1842,CA_CALAVERAS,72.93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13511,0.584,7944,0.34340000000000004,29329
1843,CA_COLUSA,70.9,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3551,0.5354,2661,0.4012,21579
1844,CA_CONTRA COSTA,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,115956,0.2487,319287,0.6849,38219
1845,CA_CONTRA COSTA,29.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115956,0.2487,319287,0.6849,38219
1846,CA_CONTRA COSTA,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115956,0.2487,319287,0.6849,38219
1847,CA_CONTRA COSTA,54.532,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,115956,0.2487,319287,0.6849,38219
1848,CA_CONTRA COSTA,67.65,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115956,0.2487,319287,0.6849,38219
1849,CA_CONTRA COSTA,76.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115956,0.2487,319287,0.6849,38219
1850,CA_CONTRA COSTA,70.78,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,115956,0.2487,319287,0.6849,38219
1851,CA_CONTRA COSTA,73.68,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,115956,0.2487,319287,0.6849,38219
1852,CA_CONTRA COSTA,73.5569999999999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,115956,0.2487,319287,0.6849,38219
1853,CA_CONTRA COSTA,65.51599999999989,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,115956,0.2487,319287,0.6849,38219
1854,CA_CONTRA COSTA,49.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115956,0.2487,319287,0.6849,38219
1855,CA_CONTRA COSTA,62.83999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,115956,0.2487,319287,0.6849,38219
1856,CA_CONTRA COSTA,57.425,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,115956,0.2487,319287,0.6849,38219
1857,CA_CONTRA COSTA,47.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115956,0.2487,319287,0.6849,38219
1858,CA_CONTRA COSTA,66.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,115956,0.2487,319287,0.6849,38219
1859,CA_CONTRA COSTA,46.87,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,115956,0.2487,319287,0.6849,38219
1860,CA_CONTRA COSTA,68.95,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,115956,0.2487,319287,0.6849,38219
1861,CA_CONTRA COSTA,70.53,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,115956,0.2487,319287,0.6849,38219
1862,CA_CONTRA COSTA,69.5,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115956,0.2487,319287,0.6849,38219
1863,CA_CONTRA COSTA,79.0399999999999,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115956,0.2487,319287,0.6849,38219
1864,CA_CONTRA COSTA,33.02,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115956,0.2487,319287,0.6849,38219
1865,CA_CONTRA COSTA,65.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,115956,0.2487,319287,0.6849,38219
1866,CA_CONTRA COSTA,72.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115956,0.2487,319287,0.6849,38219
1867,CA_CONTRA COSTA,61.506,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,115956,0.2487,319287,0.6849,38219
1868,CA_CONTRA COSTA,64.39399999999989,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,115956,0.2487,319287,0.6849,38219
1869,CA_CONTRA COSTA,75.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,115956,0.2487,319287,0.6849,38219
1870,CA_DEL NORTE,56.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5134,0.5371,3485,0.3646,19072
1871,CA_EL DORADO,51.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49247,0.5262,36404,0.389,34884
1872,CA_EL DORADO,61.745,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,49247,0.5262,36404,0.389,34884
1873,CA_EL DORADO,55.61199999999999,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,49247,0.5262,36404,0.389,34884
1874,CA_EL DORADO,45.044,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,49247,0.5262,36404,0.389,34884
1875,CA_FRESNO,65.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,124049,0.4394,141341,0.5006,20208
1876,CA_FRESNO,41.37,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,124049,0.4394,141341,0.5006,20208
1877,CA_FRESNO,50.899,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,124049,0.4394,141341,0.5006,20208
1878,CA_FRESNO,66.94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,124049,0.4394,141341,0.5006,20208
1879,CA_FRESNO,73.28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,124049,0.4394,141341,0.5006,20208
1880,CA_FRESNO,347.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124049,0.4394,141341,0.5006,20208
1881,CA_FRESNO,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124049,0.4394,141341,0.5006,20208
1882,CA_FRESNO,63.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,124049,0.4394,141341,0.5006,20208
1883,CA_FRESNO,73.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,124049,0.4394,141341,0.5006,20208
1884,CA_FRESNO,54.264999999999894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124049,0.4394,141341,0.5006,20208
1885,CA_FRESNO,52.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124049,0.4394,141341,0.5006,20208
1886,CA_FRESNO,70.3729999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,124049,0.4394,141341,0.5006,20208
1887,CA_FRESNO,72.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,124049,0.4394,141341,0.5006,20208
1888,CA_FRESNO,62.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,124049,0.4394,141341,0.5006,20208
1889,CA_GLENN,52.69,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5788,0.6112,3065,0.3237,22148
1890,CA_GLENN,53.829,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5788,0.6112,3065,0.3237,22148
1891,CA_HUMBOLDT,79.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18373,0.31010000000000004,33200,0.5604,23540
1892,CA_HUMBOLDT,62.69,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18373,0.31010000000000004,33200,0.5604,23540
1893,CA_HUMBOLDT,71.42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18373,0.31010000000000004,33200,0.5604,23540
1894,CA_HUMBOLDT,81.49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18373,0.31010000000000004,33200,0.5604,23540
1895,CA_HUMBOLDT,82.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18373,0.31010000000000004,33200,0.5604,23540
1896,CA_HUMBOLDT,67.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18373,0.31010000000000004,33200,0.5604,23540
1897,CA_HUMBOLDT,77.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18373,0.31010000000000004,33200,0.5604,23540
